slots,entry,exit,rebal,cap,univ,wt,ann,bench,excess,ir,sharpe,maxdd,cost,hold,mhold,ntr,yr_pos,y2020,y2021,y2022,y2023,y2024
8,16,48,2,2,750,equal,0.500669140529661,0.29716493118767007,0.20350420934199098,0.915337159675044,1.6242977463482482,-0.33589731544655355,0.029630157432027803,50.0,60.645161290322584,155,0.6,0.4853557661987462,0.40897009020804953,-0.16100556468157912,0.1930526840993565,-0.054999426830566356
8,16,48,2,3,500,equal,0.5926222044303484,0.29716493118767007,0.29545727324267834,1.2495460279771466,1.8494955889364952,-0.3344810443122239,0.02741262436258734,50.0,67.62589928057554,139,0.8,0.4932638285429838,0.46128540208993685,-0.17151050381005684,0.36584628361820615,0.0579271192419637
8,16,48,2,3,750,equal,0.5544099479358136,0.29716493118767007,0.2572450167481435,1.1343237084568258,1.7575614171093437,-0.31712991781671873,0.03043051169082723,50.0,61.43790849673203,153,0.6,0.4932638285429838,0.4348950985340563,-0.10269126436316822,0.2181126689317494,-0.0012687113108120762
8,16,48,4,2,500,equal,0.41607279914729145,0.29716493118767007,0.11890786795962138,0.6062649035989741,1.4676002770462682,-0.34328292246078196,0.025781736161977216,60.0,73.4375,128,0.6,0.3761217081838004,0.23896297113443254,-0.1715200890122781,0.11301187902333942,-0.04709174363177682
8,16,48,4,2,750,equal,0.43968203032692865,0.29716493118767007,0.14251709913925859,0.6972290586242649,1.4968110505944965,-0.34328292246078196,0.026879829107837927,60.0,69.62962962962963,135,0.6,0.3761217081838004,0.2603573227583196,-0.1795241773412939,0.15265048784553814,-0.008219539867304615
8,16,48,4,3,500,equal,0.425521234689054,0.29716493118767007,0.12835630350138394,0.6403167336249278,1.492129975633405,-0.34328292246078196,0.025847938467839886,60.0,75.80645161290323,124,0.6,0.35685806687993704,0.2636668946337375,-0.15701716084203854,0.1387967820023115,-0.062148105312363144
8,16,48,4,3,750,equal,0.41659147130109364,0.29716493118767007,0.11942654011342357,0.5988293205199822,1.4379326331708335,-0.34328292246078196,0.027104640655814853,60.0,70.67669172932331,133,0.6,0.35685806687993704,0.24884815908587044,-0.1894335257751829,0.12400778974258486,-0.024406285488516977
8,24,32,1,2,500,equal,0.49330610924285856,0.29716493118767007,0.1961411780551885,0.9131676161766336,1.6219133701408341,-0.3672880796435295,0.04278347264749612,35.0,42.152466367713004,223,0.6,0.18529727281219865,0.4464592259419846,-0.10498776355989137,0.2951030925641438,-0.024479363583564506
8,24,32,1,2,750,equal,0.5212721233791426,0.29716493118767007,0.22410719219147257,1.02747382986251,1.6698471754696214,-0.3672880796435295,0.04603298311775166,30.0,39.166666666666664,240,0.8,0.18529727281219865,0.38482168235457603,0.011288773407052588,0.2871738517347273,-0.005618500009171634
8,24,32,1,3,500,equal,0.529698934609357,0.29716493118767007,0.23253400342168695,1.0444087435490061,1.6733893812844878,-0.3672880796435295,0.04478215382771527,32.5,42.34234234234234,222,0.8,0.17459668480706658,0.39148610468210854,-0.12810306206101696,0.32090775884241807,0.15995875504709423
8,24,32,1,3,750,equal,0.5596879926920122,0.29716493118767007,0.2625230615043421,1.1357071832659127,1.7402697885786327,-0.3672880796435295,0.04578856018597721,30.0,41.409691629955944,227,0.8,0.17459668480706658,0.4282476644846711,-0.08752123925361521,0.3285752101298032,0.1735202087445269
8,24,32,2,2,500,equal,0.4058812503422551,0.29716493118767007,0.10871631915458502,0.566167475403455,1.4129645357579352,-0.36476531869788564,0.038892464415669924,40.0,46.53465346534654,202,0.6,0.18055388374768944,0.26747028720334587,-0.13815797000057117,0.22461898635030675,-0.07663876037093342
8,24,32,2,2,750,equal,0.4775913090284185,0.29716493118767007,0.18042637784074844,0.8616406840186255,1.5757594475870915,-0.36476531869788564,0.03908484787467418,40.0,46.30541871921182,203,0.8,0.18055388374768944,0.30739586065592195,-0.07800850648787938,0.24736448634912334,0.042147873167482475
8,24,32,2,3,500,equal,0.37146208838913886,0.29716493118767007,0.07429715720146879,0.41693490789353005,1.3024747000802392,-0.36476531869788564,0.04038899001964517,40.0,46.53465346534654,202,0.6,0.14163786689205837,0.28110669989173176,-0.2119963464785326,0.2318453695852536,-0.08258334742433227
8,24,32,2,3,750,equal,0.40797354514341033,0.29716493118767007,0.11080861395574026,0.5761687692229485,1.4013673446098205,-0.36476531869788564,0.04015948761238111,40.0,47.0,200,0.8,0.14163786689205837,0.27892258196075503,-0.17959283039723606,0.19330517323329532,0.03125746990356282
8,24,32,4,2,500,equal,0.429020554141488,0.29716493118767007,0.13185562295381792,0.642361238789107,1.4757038960689643,-0.35314785611820687,0.031100612607780336,40.0,59.119496855345915,159,0.8,0.18205435381469615,0.37663031745600195,-0.19381698581265594,0.14228024365390746,0.04470361202925677
8,24,32,4,2,750,equal,0.44397664008346016,0.29716493118767007,0.1468117088957901,0.7057571926945531,1.494626455726201,-0.3375329522602899,0.030828781923755676,40.0,58.75,160,0.8,0.18205435381469615,0.3776458181418614,-0.20942326138715672,0.15462522346035534,0.11098417347520195
